ID,Student_Query,Priority
2952,The assignment portal is not working before deadline.,High
437,Can I change my project guide?,Medium
2887,WiFi password for campus?,Low
3886,I missed my exam registration due to portal error.,High
1589,Please update my contact number.,Medium
4418,Any cultural events this week?,Low
1591,I missed my exam registration due to portal error.,High
3251,Please update my contact number.,Medium
974,I am unable to access exam hall ticket.,High
1239,How to reset student portal password?,Medium
2343,Bus schedule for weekend?,Low
2474,WiFi password for campus?,Low
3589,Please update my contact number.,Medium
5121,Holiday list for this semester?,Low
2232,Degree certificate required urgently for job.,High
2519,"Internship deadline today, need NOC approval.",High
1498,Degree certificate required urgently for job.,High
450,I want to change my elective subject.,Medium
2370,How to apply for revaluation?,Medium
4123,Where is the auditorium located?,Low
2423,WiFi password for campus?,Low
5387,Any cultural events this week?,Low
5957,My result shows absent but I attended exam.,High
1552,Bus schedule for weekend?,Low
5319,Any cultural events this week?,Low
1147,My fee payment failed but amount deducted.,High
5599,Holiday list for this semester?,Low
2093,Request for bonafide certificate.,Medium
1314,My scholarship has not been credited yet.,High
2016,What are library timings?,Low
4307,Request for bonafide certificate.,Medium
3709,Any cultural events this week?,Low
3009,Urgent: hostel fee payment not updated.,High
1382,How to apply for revaluation?,Medium
3249,Where is the auditorium located?,Low
414,I need migration certificate process.,Medium
942,Holiday list for this semester?,Low
802,When will semester timetable be released?,Medium
4914,Urgent: hostel fee payment not updated.,High
5484,The assignment portal is not working before deadline.,High
257,Where is the auditorium located?,Low
5887,I missed my exam registration due to portal error.,High
2236,How can I apply for hostel change?,Medium
648,My scholarship has not been credited yet.,High
1768,How can I apply for hostel change?,Medium
4106,When will semester timetable be released?,Medium
3936,I want to join a club in university.,Medium
5413,My fee payment failed but amount deducted.,High
3950,Where to collect ID card?,Low
25,Where is the auditorium located?,Low
1089,How to reset student portal password?,Medium
5112,Can I change my project guide?,Medium
4166,I want to change my elective subject.,Medium
113,I want to change my elective subject.,Medium
2312,Urgent: hostel fee payment not updated.,High
4648,I cannot submit my exam form and today is the last date.,High
57,I need migration certificate process.,Medium
1310,I want to change my elective subject.,Medium
696,Is there any AI workshop this month?,Low
4367,The assignment portal is not working before deadline.,High
1228,WiFi password for campus?,Low
2000,What are library timings?,Low
277,I cannot submit my exam form and today is the last date.,High
4061,My scholarship has not been credited yet.,High
3008,When does cafeteria open?,Low
1834,I want to join a club in university.,Medium
683,I am unable to access exam hall ticket.,High
3140,How to apply for revaluation?,Medium
4335,Request for bonafide certificate.,Medium
1138,When will semester timetable be released?,Medium
3753,I want to change my elective subject.,Medium
3783,I want to join a club in university.,Medium
3012,The assignment portal is not working before deadline.,High
4089,WiFi password for campus?,Low
4834,How to join sports club?,Low
1347,Where to collect ID card?,Low
2551,Where is the auditorium located?,Low
4923,Please update my contact number.,Medium
2802,What are library timings?,Low
2385,The assignment portal is not working before deadline.,High
4767,My scholarship has not been credited yet.,High
4177,Holiday list for this semester?,Low
3254,My scholarship has not been credited yet.,High
2610,"Internship deadline today, need NOC approval.",High
3255,I need migration certificate process.,Medium
2570,Request for bonafide certificate.,Medium
2754,WiFi password for campus?,Low
4989,Please update my contact number.,Medium
4927,Where to collect ID card?,Low
82,Urgent: hostel fee payment not updated.,High
1973,The assignment portal is not working before deadline.,High
1715,My result shows absent but I attended exam.,High
3143,The assignment portal is not working before deadline.,High
3623,Where to collect ID card?,Low
1947,Where is the auditorium located?,Low
3318,Any cultural events this week?,Low
4085,Urgent: hostel fee payment not updated.,High
4710,I missed my exam registration due to portal error.,High
1611,How to reset student portal password?,Medium
4641,I want to change my elective subject.,Medium
2891,I cannot submit my exam form and today is the last date.,High
3246,Where is the auditorium located?,Low
5864,My scholarship has not been credited yet.,High
4626,How to apply for revaluation?,Medium
666,Where is the auditorium located?,Low
2195,Please update my contact number.,Medium
5723,Bus schedule for weekend?,Low
5101,I want to join a club in university.,Medium
1018,I am unable to access exam hall ticket.,High
558,"Internship deadline today, need NOC approval.",High
4399,Where to collect ID card?,Low
5767,My fee payment failed but amount deducted.,High
1208,Any cultural events this week?,Low
3803,The assignment portal is not working before deadline.,High
3025,When will semester timetable be released?,Medium
1511,Please update my contact number.,Medium
5115,My fee payment failed but amount deducted.,High
5550,My result shows absent but I attended exam.,High
4202,Bus schedule for weekend?,Low
4568,Is there any AI workshop this month?,Low
267,The assignment portal is not working before deadline.,High
2689,When will semester timetable be released?,Medium
5463,My scholarship has not been credited yet.,High
2112,How to apply for revaluation?,Medium
2944,When will semester timetable be released?,Medium
1910,I need migration certificate process.,Medium
3106,I am unable to access exam hall ticket.,High
3904,I missed my exam registration due to portal error.,High
3952,How to reset student portal password?,Medium
4237,What are library timings?,Low
3571,I am unable to access exam hall ticket.,High
4824,How to reset student portal password?,Medium
3218,Please update my contact number.,Medium
1785,What are library timings?,Low
1238,WiFi password for campus?,Low
4992,I am unable to access exam hall ticket.,High
4701,What are library timings?,Low
4201,What are library timings?,Low
4866,My result shows absent but I attended exam.,High
5921,Urgent: hostel fee payment not updated.,High
2187,Holiday list for this semester?,Low
3448,"Internship deadline today, need NOC approval.",High
909,I want to join a club in university.,Medium
4319,I am unable to access exam hall ticket.,High
1304,"Internship deadline today, need NOC approval.",High
5602,I want to join a club in university.,Medium
1628,I am unable to access exam hall ticket.,High
1523,The assignment portal is not working before deadline.,High
836,"Internship deadline today, need NOC approval.",High
359,What are library timings?,Low
139,WiFi password for campus?,Low
300,Please update my contact number.,Medium
1557,I am unable to access exam hall ticket.,High
1004,"Internship deadline today, need NOC approval.",High
383,My fee payment failed but amount deducted.,High
4195,How to join sports club?,Low
762,"Internship deadline today, need NOC approval.",High
5722,I want to change my elective subject.,Medium
2955,I am unable to access exam hall ticket.,High
4175,What are library timings?,Low
4848,Is there any AI workshop this month?,Low
4440,I am unable to access exam hall ticket.,High
1403,WiFi password for campus?,Low
2938,When does cafeteria open?,Low
5844,When will semester timetable be released?,Medium
1933,Can I change my project guide?,Medium
3211,Urgent: hostel fee payment not updated.,High
2898,Degree certificate required urgently for job.,High
5568,Where to collect ID card?,Low
5144,Degree certificate required urgently for job.,High
2828,What are library timings?,Low
3871,Holiday list for this semester?,Low
2756,What are library timings?,Low
59,Is there any AI workshop this month?,Low
77,How can I apply for hostel change?,Medium
797,My fee payment failed but amount deducted.,High
2417,"Internship deadline today, need NOC approval.",High
2986,Is there any AI workshop this month?,Low
4388,Holiday list for this semester?,Low
786,When will semester timetable be released?,Medium
5018,I missed my exam registration due to portal error.,High
5068,Holiday list for this semester?,Low
2218,Urgent: hostel fee payment not updated.,High
5322,I want to join a club in university.,Medium
5029,I missed my exam registration due to portal error.,High
3505,Request for bonafide certificate.,Medium
3371,How to apply for revaluation?,Medium
3983,Where to collect ID card?,Low
4629,My result shows absent but I attended exam.,High
911,WiFi password for campus?,Low
2173,How to join sports club?,Low
3519,Where is the auditorium located?,Low
2310,Please update my contact number.,Medium
5895,Where to collect ID card?,Low
1258,When does cafeteria open?,Low
2496,Urgent: hostel fee payment not updated.,High
4521,When does cafeteria open?,Low
4886,My result shows absent but I attended exam.,High
1179,Any cultural events this week?,Low
4514,"Internship deadline today, need NOC approval.",High
4899,When will semester timetable be released?,Medium
443,I want to join a club in university.,Medium
4067,I want to join a club in university.,Medium
3039,What are library timings?,Low
3297,I want to join a club in university.,Medium
5720,My result shows absent but I attended exam.,High
1055,I need migration certificate process.,Medium
2670,My scholarship has not been credited yet.,High
4597,My fee payment failed but amount deducted.,High
3045,Holiday list for this semester?,Low
1416,Where to collect ID card?,Low
2373,I missed my exam registration due to portal error.,High
4238,How to apply for revaluation?,Medium
2973,What are library timings?,Low
5429,How to apply for revaluation?,Medium
3686,Bus schedule for weekend?,Low
5167,Any cultural events this week?,Low
1503,Any cultural events this week?,Low
4703,I need migration certificate process.,Medium
3845,Bus schedule for weekend?,Low
2012,Any cultural events this week?,Low
5257,I need migration certificate process.,Medium
5256,Urgent: hostel fee payment not updated.,High
2860,Urgent: hostel fee payment not updated.,High
4837,Is there any AI workshop this month?,Low
4532,How can I apply for hostel change?,Medium
3465,How can I apply for hostel change?,Medium
7,How to join sports club?,Low
2488,Where is the auditorium located?,Low
679,Request for bonafide certificate.,Medium
1944,I need migration certificate process.,Medium
3717,My scholarship has not been credited yet.,High
5521,"Internship deadline today, need NOC approval.",High
5644,Holiday list for this semester?,Low
4603,The assignment portal is not working before deadline.,High
2608,Please update my contact number.,Medium
4661,How to join sports club?,Low
5517,WiFi password for campus?,Low
1065,Where to collect ID card?,Low
3733,How can I apply for hostel change?,Medium
2243,I need migration certificate process.,Medium
1475,When does cafeteria open?,Low
4450,"Internship deadline today, need NOC approval.",High
1890,My fee payment failed but amount deducted.,High
3455,Is there any AI workshop this month?,Low
2022,I cannot submit my exam form and today is the last date.,High
5236,My result shows absent but I attended exam.,High
4271,I missed my exam registration due to portal error.,High
2659,I am unable to access exam hall ticket.,High
2468,I am unable to access exam hall ticket.,High
2752,I cannot submit my exam form and today is the last date.,High
1131,When will semester timetable be released?,Medium
1462,Urgent: hostel fee payment not updated.,High
4690,Any cultural events this week?,Low
5431,What are library timings?,Low
3309,Where is the auditorium located?,Low
3261,How to join sports club?,Low
223,I cannot submit my exam form and today is the last date.,High
5563,I want to join a club in university.,Medium
49,Degree certificate required urgently for job.,High
574,Request for bonafide certificate.,Medium
1237,My scholarship has not been credited yet.,High
4562,Where is the auditorium located?,Low
5816,When does cafeteria open?,Low
5390,Please update my contact number.,Medium
2283,How to apply for revaluation?,Medium
4079,My result shows absent but I attended exam.,High
268,How to join sports club?,Low
1105,When will semester timetable be released?,Medium
2306,Degree certificate required urgently for job.,High
5118,I want to change my elective subject.,Medium
1936,When does cafeteria open?,Low
387,Any cultural events this week?,Low
1702,I want to join a club in university.,Medium
1629,Can I change my project guide?,Medium
3201,WiFi password for campus?,Low
2715,When does cafeteria open?,Low
2987,I am unable to access exam hall ticket.,High
5246,My result shows absent but I attended exam.,High
1564,The assignment portal is not working before deadline.,High
3579,The assignment portal is not working before deadline.,High
210,Any cultural events this week?,Low
910,Bus schedule for weekend?,Low
1290,Where is the auditorium located?,Low
4529,My result shows absent but I attended exam.,High
4953,When does cafeteria open?,Low
1843,Where is the auditorium located?,Low
2498,Holiday list for this semester?,Low
4905,Degree certificate required urgently for job.,High
4324,How to apply for revaluation?,Medium
959,I want to change my elective subject.,Medium
1794,Bus schedule for weekend?,Low
2089,Request for bonafide certificate.,Medium
2703,When does cafeteria open?,Low
332,Any cultural events this week?,Low
3335,How to reset student portal password?,Medium
3882,Any cultural events this week?,Low
2992,Bus schedule for weekend?,Low
2460,What are library timings?,Low
1775,I want to join a club in university.,Medium
4212,Where to collect ID card?,Low
4742,Please update my contact number.,Medium
4152,Is there any AI workshop this month?,Low
4164,Bus schedule for weekend?,Low
4868,Request for bonafide certificate.,Medium
5291,How to reset student portal password?,Medium
3766,When will semester timetable be released?,Medium
2810,My fee payment failed but amount deducted.,High
1711,The assignment portal is not working before deadline.,High
4580,Any cultural events this week?,Low
2479,Can I change my project guide?,Medium
1367,Request for bonafide certificate.,Medium
174,Any cultural events this week?,Low
4040,How to apply for revaluation?,Medium
4420,WiFi password for campus?,Low
4444,My result shows absent but I attended exam.,High
5998,Can I change my project guide?,Medium
4093,I want to join a club in university.,Medium
1953,WiFi password for campus?,Low
3204,Urgent: hostel fee payment not updated.,High
3354,Urgent: hostel fee payment not updated.,High
2037,Any cultural events this week?,Low
3879,I missed my exam registration due to portal error.,High
4401,Urgent: hostel fee payment not updated.,High
19,Any cultural events this week?,Low
1,WiFi password for campus?,Low
2175,Please update my contact number.,Medium
1357,What are library timings?,Low
5577,Degree certificate required urgently for job.,High
4773,How can I apply for hostel change?,Medium
3160,I am unable to access exam hall ticket.,High
397,I am unable to access exam hall ticket.,High
4508,When will semester timetable be released?,Medium
3342,How to join sports club?,Low
1813,How to apply for revaluation?,Medium
3897,Urgent: hostel fee payment not updated.,High
4350,My fee payment failed but amount deducted.,High
817,Where is the auditorium located?,Low
1573,How can I apply for hostel change?,Medium
4731,How to join sports club?,Low
1801,WiFi password for campus?,Low
2281,Degree certificate required urgently for job.,High
5059,The assignment portal is not working before deadline.,High
5822,Degree certificate required urgently for job.,High
3911,When does cafeteria open?,Low
4536,WiFi password for campus?,Low
5145,"Internship deadline today, need NOC approval.",High
5172,Degree certificate required urgently for job.,High
4396,Degree certificate required urgently for job.,High
4156,Urgent: hostel fee payment not updated.,High
3836,Holiday list for this semester?,Low
4732,Please update my contact number.,Medium
5338,How can I apply for hostel change?,Medium
555,Degree certificate required urgently for job.,High
1160,I want to join a club in university.,Medium
1214,When will semester timetable be released?,Medium
4033,I want to change my elective subject.,Medium
1326,My fee payment failed but amount deducted.,High
3287,Request for bonafide certificate.,Medium
3350,The assignment portal is not working before deadline.,High
701,Can I change my project guide?,Medium
2701,When will semester timetable be released?,Medium
4294,"Internship deadline today, need NOC approval.",High
1848,I want to change my elective subject.,Medium
4407,I want to join a club in university.,Medium
5635,The assignment portal is not working before deadline.,High
1456,What are library timings?,Low
5020,Bus schedule for weekend?,Low
5615,What are library timings?,Low
4128,How to apply for revaluation?,Medium
867,The assignment portal is not working before deadline.,High
4585,Bus schedule for weekend?,Low
1645,How to join sports club?,Low
2141,Bus schedule for weekend?,Low
4464,What are library timings?,Low
3989,Bus schedule for weekend?,Low
1491,How to join sports club?,Low
5507,Where to collect ID card?,Low
730,Please update my contact number.,Medium
4583,I need migration certificate process.,Medium
3500,"Internship deadline today, need NOC approval.",High
2621,What are library timings?,Low
1937,How can I apply for hostel change?,Medium
5552,What are library timings?,Low
1111,How to join sports club?,Low
4871,Bus schedule for weekend?,Low
5361,Please update my contact number.,Medium
2395,Urgent: hostel fee payment not updated.,High
1186,Can I change my project guide?,Medium
2008,I missed my exam registration due to portal error.,High
194,How can I apply for hostel change?,Medium
1516,Where to collect ID card?,Low
579,I missed my exam registration due to portal error.,High
2124,Where is the auditorium located?,Low
1430,The assignment portal is not working before deadline.,High
772,Is there any AI workshop this month?,Low
5206,Please update my contact number.,Medium
2396,What are library timings?,Low
5942,Bus schedule for weekend?,Low
1847,How to reset student portal password?,Medium
132,Bus schedule for weekend?,Low
179,How can I apply for hostel change?,Medium
5356,Urgent: hostel fee payment not updated.,High
3810,Any cultural events this week?,Low
3568,How to reset student portal password?,Medium
2581,My result shows absent but I attended exam.,High
3626,Urgent: hostel fee payment not updated.,High
4280,How to join sports club?,Low
2653,I am unable to access exam hall ticket.,High
4220,"Internship deadline today, need NOC approval.",High
2074,Holiday list for this semester?,Low
659,Urgent: hostel fee payment not updated.,High
1897,When will semester timetable be released?,Medium
4412,Request for bonafide certificate.,Medium
4064,Request for bonafide certificate.,Medium
2222,What are library timings?,Low
5679,I need migration certificate process.,Medium
2380,How can I apply for hostel change?,Medium
1448,Bus schedule for weekend?,Low
343,How to apply for revaluation?,Medium
3605,Urgent: hostel fee payment not updated.,High
2528,My fee payment failed but amount deducted.,High
728,Is there any AI workshop this month?,Low
4723,How to apply for revaluation?,Medium
977,My result shows absent but I attended exam.,High
3615,I am unable to access exam hall ticket.,High
4162,Is there any AI workshop this month?,Low
1929,Where is the auditorium located?,Low
3695,When will semester timetable be released?,Medium
5761,I missed my exam registration due to portal error.,High
1300,Please update my contact number.,Medium
4174,Where to collect ID card?,Low
5509,Is there any AI workshop this month?,Low
661,How to reset student portal password?,Medium
1791,Where to collect ID card?,Low
3391,My scholarship has not been credited yet.,High
5934,My result shows absent but I attended exam.,High
494,Is there any AI workshop this month?,Low
3113,Can I change my project guide?,Medium
4903,Holiday list for this semester?,Low
4990,Bus schedule for weekend?,Low
3827,Request for bonafide certificate.,Medium
5523,When does cafeteria open?,Low
1086,The assignment portal is not working before deadline.,High
5663,Please update my contact number.,Medium
695,Degree certificate required urgently for job.,High
1279,My result shows absent but I attended exam.,High
4230,WiFi password for campus?,Low
1622,I cannot submit my exam form and today is the last date.,High
2562,Where to collect ID card?,Low
5185,The assignment portal is not working before deadline.,High
4009,How to apply for revaluation?,Medium
68,When does cafeteria open?,Low
4083,How to apply for revaluation?,Medium
4838,How to apply for revaluation?,Medium
2270,Bus schedule for weekend?,Low
5780,"Internship deadline today, need NOC approval.",High
4726,My fee payment failed but amount deducted.,High
821,The assignment portal is not working before deadline.,High
1227,How can I apply for hostel change?,Medium
1678,How to reset student portal password?,Medium
5012,How can I apply for hostel change?,Medium
2868,My scholarship has not been credited yet.,High
4377,When does cafeteria open?,Low
2368,I cannot submit my exam form and today is the last date.,High
4026,Any cultural events this week?,Low
3922,Request for bonafide certificate.,Medium
2513,I missed my exam registration due to portal error.,High
2724,When will semester timetable be released?,Medium
5344,WiFi password for campus?,Low
5452,I need migration certificate process.,Medium
4435,Any cultural events this week?,Low
1144,I want to join a club in university.,Medium
398,I need migration certificate process.,Medium
787,I missed my exam registration due to portal error.,High
5140,"Internship deadline today, need NOC approval.",High
3908,The assignment portal is not working before deadline.,High
1399,My fee payment failed but amount deducted.,High
1660,How to join sports club?,Low
5736,When will semester timetable be released?,Medium
2221,How to join sports club?,Low
980,When will semester timetable be released?,Medium
2332,Please update my contact number.,Medium
1299,Where to collect ID card?,Low
5420,I want to change my elective subject.,Medium
83,Any cultural events this week?,Low
3101,I cannot submit my exam form and today is the last date.,High
3482,Degree certificate required urgently for job.,High
4794,When will semester timetable be released?,Medium
4530,My result shows absent but I attended exam.,High
5634,I cannot submit my exam form and today is the last date.,High
5515,Please update my contact number.,Medium
2904,How to apply for revaluation?,Medium
424,Bus schedule for weekend?,Low
5190,Degree certificate required urgently for job.,High
1905,The assignment portal is not working before deadline.,High
5440,I cannot submit my exam form and today is the last date.,High
1531,The assignment portal is not working before deadline.,High
4252,Is there any AI workshop this month?,Low
1566,Holiday list for this semester?,Low
4437,I missed my exam registration due to portal error.,High
2750,When will semester timetable be released?,Medium
840,WiFi password for campus?,Low
501,When does cafeteria open?,Low
4031,I need migration certificate process.,Medium
142,Any cultural events this week?,Low
4950,Where to collect ID card?,Low
2606,My result shows absent but I attended exam.,High
3506,How to join sports club?,Low
1378,How to apply for revaluation?,Medium
4662,I am unable to access exam hall ticket.,High
5883,My result shows absent but I attended exam.,High
2267,How to apply for revaluation?,Medium
5341,My scholarship has not been credited yet.,High
1139,Request for bonafide certificate.,Medium
2258,How to apply for revaluation?,Medium
5446,What are library timings?,Low
1788,Urgent: hostel fee payment not updated.,High
3635,Urgent: hostel fee payment not updated.,High
551,The assignment portal is not working before deadline.,High
460,How to join sports club?,Low
2020,Can I change my project guide?,Medium
949,When does cafeteria open?,Low
3219,How to apply for revaluation?,Medium
5181,Urgent: hostel fee payment not updated.,High
533,My result shows absent but I attended exam.,High
3843,I am unable to access exam hall ticket.,High
1830,My scholarship has not been credited yet.,High
5407,How to apply for revaluation?,Medium
5293,Holiday list for this semester?,Low
4775,Degree certificate required urgently for job.,High
3915,Request for bonafide certificate.,Medium
1603,Can I change my project guide?,Medium
2239,"Internship deadline today, need NOC approval.",High
640,I missed my exam registration due to portal error.,High
5793,When will semester timetable be released?,Medium
968,I cannot submit my exam form and today is the last date.,High
5067,When will semester timetable be released?,Medium
3712,Is there any AI workshop this month?,Low
1684,I want to join a club in university.,Medium
2249,I cannot submit my exam form and today is the last date.,High
4127,I want to join a club in university.,Medium
5360,When does cafeteria open?,Low
3320,I cannot submit my exam form and today is the last date.,High
156,Holiday list for this semester?,Low
2296,When will semester timetable be released?,Medium
3524,How to reset student portal password?,Medium
4020,My fee payment failed but amount deducted.,High
1090,The assignment portal is not working before deadline.,High
5820,Where to collect ID card?,Low
2320,I am unable to access exam hall ticket.,High
2941,"Internship deadline today, need NOC approval.",High
5072,Holiday list for this semester?,Low
289,What are library timings?,Low
931,My fee payment failed but amount deducted.,High
2910,Holiday list for this semester?,Low
3586,Request for bonafide certificate.,Medium
4657,Request for bonafide certificate.,Medium
2885,Degree certificate required urgently for job.,High
3378,I missed my exam registration due to portal error.,High
3221,My result shows absent but I attended exam.,High
5445,Where to collect ID card?,Low
3001,What are library timings?,Low
4451,Request for bonafide certificate.,Medium
4698,Please update my contact number.,Medium
5914,Holiday list for this semester?,Low
943,Where is the auditorium located?,Low
2355,How to join sports club?,Low
4765,I missed my exam registration due to portal error.,High
5789,I want to join a club in university.,Medium
5594,Bus schedule for weekend?,Low
1699,My result shows absent but I attended exam.,High
5647,Urgent: hostel fee payment not updated.,High
5200,Bus schedule for weekend?,Low
3546,How can I apply for hostel change?,Medium
3978,Degree certificate required urgently for job.,High
5015,My fee payment failed but amount deducted.,High
986,My fee payment failed but amount deducted.,High
5279,My scholarship has not been credited yet.,High
3108,Urgent: hostel fee payment not updated.,High
3166,When will semester timetable be released?,Medium
5727,Degree certificate required urgently for job.,High
982,When will semester timetable be released?,Medium
3529,The assignment portal is not working before deadline.,High
3263,Where is the auditorium located?,Low
5459,Can I change my project guide?,Medium
3443,Bus schedule for weekend?,Low
4297,WiFi password for campus?,Low
3498,Request for bonafide certificate.,Medium
1474,Is there any AI workshop this month?,Low
4551,Please update my contact number.,Medium
4458,"Internship deadline today, need NOC approval.",High
4883,What are library timings?,Low
1458,Bus schedule for weekend?,Low
1396,Any cultural events this week?,Low
265,Where is the auditorium located?,Low
2749,Bus schedule for weekend?,Low
3394,My scholarship has not been credited yet.,High
2693,Where to collect ID card?,Low
930,My scholarship has not been credited yet.,High
4221,Holiday list for this semester?,Low
5704,Degree certificate required urgently for job.,High
2401,Where to collect ID card?,Low
2179,When does cafeteria open?,Low
3807,Please update my contact number.,Medium
247,What are library timings?,Low
1595,Request for bonafide certificate.,Medium
1759,My result shows absent but I attended exam.,High
5837,Is there any AI workshop this month?,Low
4055,I am unable to access exam hall ticket.,High
924,What are library timings?,Low
3323,Holiday list for this semester?,Low
269,How to reset student portal password?,Medium
670,What are library timings?,Low
4257,What are library timings?,Low
1911,How to reset student portal password?,Medium
4397,Where is the auditorium located?,Low
1153,I am unable to access exam hall ticket.,High
4919,How to reset student portal password?,Medium
5773,Urgent: hostel fee payment not updated.,High
4501,WiFi password for campus?,Low
2697,How to join sports club?,Low
2592,Holiday list for this semester?,Low
5073,My fee payment failed but amount deducted.,High
1782,"Internship deadline today, need NOC approval.",High
2414,When will semester timetable be released?,Medium
3014,I need migration certificate process.,Medium
5239,When does cafeteria open?,Low
2308,My result shows absent but I attended exam.,High
3823,I missed my exam registration due to portal error.,High
688,I want to change my elective subject.,Medium
1916,My fee payment failed but amount deducted.,High
5646,"Internship deadline today, need NOC approval.",High
613,I want to change my elective subject.,Medium
3072,I missed my exam registration due to portal error.,High
3406,Where is the auditorium located?,Low
2268,My fee payment failed but amount deducted.,High
5753,Where is the auditorium located?,Low
2534,Can I change my project guide?,Medium
40,What are library timings?,Low
1899,Bus schedule for weekend?,Low
1650,Bus schedule for weekend?,Low
3472,Where is the auditorium located?,Low
259,How to join sports club?,Low
2925,How to apply for revaluation?,Medium
2435,Bus schedule for weekend?,Low
848,When will semester timetable be released?,Medium
2823,Degree certificate required urgently for job.,High
4402,When will semester timetable be released?,Medium
5085,Degree certificate required urgently for job.,High
3955,I want to join a club in university.,Medium
3642,Is there any AI workshop this month?,Low
1234,When does cafeteria open?,Low
1128,I cannot submit my exam form and today is the last date.,High
3490,The assignment portal is not working before deadline.,High
1968,How to apply for revaluation?,Medium
559,How to reset student portal password?,Medium
905,I want to join a club in university.,Medium
2615,I cannot submit my exam form and today is the last date.,High
485,My fee payment failed but amount deducted.,High
2212,Degree certificate required urgently for job.,High
1321,Can I change my project guide?,Medium
3333,My result shows absent but I attended exam.,High
2556,My scholarship has not been credited yet.,High
8,I am unable to access exam hall ticket.,High
2316,I want to change my elective subject.,Medium
5079,I want to join a club in university.,Medium
4385,Bus schedule for weekend?,Low
4316,Can I change my project guide?,Medium
5268,I missed my exam registration due to portal error.,High
1451,When does cafeteria open?,Low
1202,Please update my contact number.,Medium
2427,Please update my contact number.,Medium
2649,I am unable to access exam hall ticket.,High
1815,When will semester timetable be released?,Medium
2727,Request for bonafide certificate.,Medium
774,I missed my exam registration due to portal error.,High
2275,How to reset student portal password?,Medium
1012,Request for bonafide certificate.,Medium
4060,I want to change my elective subject.,Medium
3468,How to join sports club?,Low
1992,My fee payment failed but amount deducted.,High
1278,Where is the auditorium located?,Low
1784,How to apply for revaluation?,Medium
4254,My scholarship has not been credited yet.,High
447,Any cultural events this week?,Low
881,I cannot submit my exam form and today is the last date.,High
4054,Please update my contact number.,Medium
5347,I cannot submit my exam form and today is the last date.,High
2728,I need migration certificate process.,Medium
3049,"Internship deadline today, need NOC approval.",High
782,Where to collect ID card?,Low
2652,My result shows absent but I attended exam.,High
5828,"Internship deadline today, need NOC approval.",High
1750,WiFi password for campus?,Low
2127,My scholarship has not been credited yet.,High
4422,My result shows absent but I attended exam.,High
2792,Please update my contact number.,Medium
2424,Holiday list for this semester?,Low
5858,I want to change my elective subject.,Medium
5169,I want to change my elective subject.,Medium
884,Where to collect ID card?,Low
3358,My result shows absent but I attended exam.,High
1092,Holiday list for this semester?,Low
5623,I missed my exam registration due to portal error.,High
5129,Holiday list for this semester?,Low
532,I want to change my elective subject.,Medium
3591,Holiday list for this semester?,Low
2439,I need migration certificate process.,Medium
4862,"Internship deadline today, need NOC approval.",High
5065,How to join sports club?,Low
3956,How can I apply for hostel change?,Medium
4967,Please update my contact number.,Medium
2291,Urgent: hostel fee payment not updated.,High
1728,How to join sports club?,Low
611,Urgent: hostel fee payment not updated.,High
571,Is there any AI workshop this month?,Low
3775,What are library timings?,Low
1318,What are library timings?,Low
344,I cannot submit my exam form and today is the last date.,High
588,Where is the auditorium located?,Low
4678,How to reset student portal password?,Medium
637,The assignment portal is not working before deadline.,High
435,Urgent: hostel fee payment not updated.,High
1904,My fee payment failed but amount deducted.,High
98,Urgent: hostel fee payment not updated.,High
4929,The assignment portal is not working before deadline.,High
3426,Where to collect ID card?,Low
4421,Degree certificate required urgently for job.,High
2070,Where is the auditorium located?,Low
1538,When does cafeteria open?,Low
3207,Request for bonafide certificate.,Medium
4547,When will semester timetable be released?,Medium
4772,Where is the auditorium located?,Low
3324,WiFi password for campus?,Low
1518,My fee payment failed but amount deducted.,High
966,Where to collect ID card?,Low
5276,When will semester timetable be released?,Medium
529,When does cafeteria open?,Low
177,Is there any AI workshop this month?,Low
2471,Urgent: hostel fee payment not updated.,High
4522,How can I apply for hostel change?,Medium
3600,Degree certificate required urgently for job.,High
3002,How can I apply for hostel change?,Medium
5866,Where to collect ID card?,Low
573,I cannot submit my exam form and today is the last date.,High
3266,How can I apply for hostel change?,Medium
593,My scholarship has not been credited yet.,High
4975,Holiday list for this semester?,Low
3063,WiFi password for campus?,Low
3483,Where is the auditorium located?,Low
2375,Any cultural events this week?,Low
3065,How to reset student portal password?,Medium
5628,When does cafeteria open?,Low
4333,I want to change my elective subject.,Medium
3657,Please update my contact number.,Medium
2209,WiFi password for campus?,Low
4417,When does cafeteria open?,Low
2493,I want to change my elective subject.,Medium
3902,Any cultural events this week?,Low
384,How to reset student portal password?,Medium
853,I cannot submit my exam form and today is the last date.,High
1881,When will semester timetable be released?,Medium
371,How to join sports club?,Low
3363,Request for bonafide certificate.,Medium
4232,I cannot submit my exam form and today is the last date.,High
5205,Request for bonafide certificate.,Medium
5171,What are library timings?,Low
5958,When does cafeteria open?,Low
1106,My scholarship has not been credited yet.,High
4685,I want to change my elective subject.,Medium
2362,My fee payment failed but amount deducted.,High
5154,When will semester timetable be released?,Medium
1337,My fee payment failed but amount deducted.,High
2190,When does cafeteria open?,Low
5503,How can I apply for hostel change?,Medium
5404,I need migration certificate process.,Medium
4849,Please update my contact number.,Medium
2247,The assignment portal is not working before deadline.,High
5975,I want to join a club in university.,Medium
5812,Please update my contact number.,Medium
1172,Where is the auditorium located?,Low
